Date,SPX,VIX
2010-01-01,,
2010-01-04,1132.99,20.04
2010-01-05,1136.52,19.35
2010-01-06,1137.14,19.16
2010-01-07,1141.69,19.06
2010-01-08,1144.98,18.13
2010-01-11,1146.98,17.55
2010-01-12,1136.22,18.25
2010-01-13,1145.68,17.85
2010-01-14,1148.46,17.63
2010-01-15,1136.03,17.91
2010-01-18,,
2010-01-19,1150.23,17.58
2010-01-20,1138.04,18.68
2010-01-21,1116.48,22.27
2010-01-22,1091.76,27.31
2010-01-25,1096.78,25.41
2010-01-26,1092.17,24.55
2010-01-27,1097.5,23.14
2010-01-28,1084.53,23.73
2010-01-29,1073.87,24.62
2010-02-01,1089.19,22.59
2010-02-02,1103.32,21.48
2010-02-03,1097.28,21.6
2010-02-04,1063.11,26.08
2010-02-05,1066.19,26.11
2010-02-08,1056.74,26.51
2010-02-09,1070.52,26.0
2010-02-10,1068.13,25.4
2010-02-11,1078.47,23.96
2010-02-12,1075.51,22.73
2010-02-15,,
2010-02-16,1094.87,22.25
2010-02-17,1099.51,21.72
2010-02-18,1106.75,20.63
2010-02-19,1109.17,20.02
2010-02-22,1108.01,19.94
2010-02-23,1094.6,21.37
2010-02-24,1105.24,20.27
2010-02-25,1102.94,20.1
2010-02-26,1104.49,19.5
2010-03-01,1115.71,19.26
2010-03-02,1118.31,19.06
2010-03-03,1118.79,18.83
2010-03-04,1122.97,18.72
2010-03-05,1138.7,17.42
2010-03-08,1138.5,17.79
2010-03-09,1140.45,17.92
2010-03-10,1145.61,18.57
2010-03-11,1150.24,18.06
2010-03-12,1149.99,17.58
2010-03-15,1150.51,18.0
2010-03-16,1159.46,17.69
2010-03-17,1166.21,16.91
2010-03-18,1165.83,16.62
2010-03-19,1159.9,16.97
2010-03-22,1165.81,16.87
2010-03-23,1174.17,16.35
2010-03-24,1167.72,17.55
2010-03-25,1165.73,18.4
2010-03-26,1166.59,17.77
2010-03-29,1173.22,17.59
2010-03-30,1173.27,17.13
2010-03-31,1169.43,17.59
2010-04-01,1178.1,17.47
2010-04-02,,
2010-04-05,1187.44,17.02
2010-04-06,1189.44,16.23
2010-04-07,1182.45,16.62
2010-04-08,1186.44,16.48
2010-04-09,1194.37,16.14
2010-04-12,1196.48,15.58
2010-04-13,1197.3,16.2
2010-04-14,1210.65,15.59
2010-04-15,1211.67,15.89
2010-04-16,1192.13,18.36
2010-04-19,1197.52,17.34
2010-04-20,1207.17,15.73
2010-04-21,1205.94,16.32
2010-04-22,1208.67,16.47
2010-04-23,1217.28,16.62
2010-04-26,1212.05,17.47
2010-04-27,1183.71,22.81
2010-04-28,1191.36,21.08
2010-04-29,1206.78,18.44
2010-04-30,1186.69,22.05
2010-05-03,1202.26,20.19
2010-05-04,1173.6,23.84
2010-05-05,1165.9,24.91
2010-05-06,1128.15,32.8
2010-05-07,1110.88,40.95
2010-05-10,1159.73,28.84
2010-05-11,1155.79,28.32
2010-05-12,1171.67,25.52
2010-05-13,1157.44,26.68
2010-05-14,1135.68,31.24
2010-05-17,1136.94,30.84
2010-05-18,1120.8,33.55
2010-05-19,1115.05,35.32
2010-05-20,1071.59,45.79
2010-05-21,1087.69,40.1
2010-05-24,1073.65,38.32
2010-05-25,1074.03,34.61
2010-05-26,1067.95,35.02
2010-05-27,1103.06,29.68
2010-05-28,1089.41,32.07
2010-05-31,,
2010-06-01,1070.71,35.54
2010-06-02,1098.38,30.17
2010-06-03,1102.83,29.46
2010-06-04,1064.88,35.48
2010-06-07,1050.47,36.57
2010-06-08,1062.0,33.7
2010-06-09,1055.69,33.73
2010-06-10,1086.84,30.57
2010-06-11,1091.6,28.79
2010-06-14,1089.63,28.58
2010-06-15,1115.23,25.87
2010-06-16,1114.61,25.92
2010-06-17,1116.04,25.05
2010-06-18,1117.51,23.95
2010-06-21,1113.2,24.88
2010-06-22,1095.31,27.05
2010-06-23,1092.04,26.91
2010-06-24,1073.69,29.74
2010-06-25,1076.76,28.53
2010-06-28,1074.57,29.0
2010-06-29,1041.24,34.13
2010-06-30,1030.71,34.54
2010-07-01,1027.37,32.86
2010-07-02,1022.58,30.12
2010-07-05,,
2010-07-06,1028.06,29.65
2010-07-07,1060.27,26.84
2010-07-08,1070.25,25.71
2010-07-09,1077.96,24.98
2010-07-12,1078.75,24.43
2010-07-13,1095.34,24.56
2010-07-14,1095.17,24.89
2010-07-15,1096.48,25.14
2010-07-16,1064.88,26.25
2010-07-19,1071.25,25.97
2010-07-20,1083.48,23.93
2010-07-21,1069.59,25.64
2010-07-22,1093.67,24.63
2010-07-23,1102.66,23.47
2010-07-26,1115.01,22.73
2010-07-27,1113.84,23.19
2010-07-28,1106.13,24.25
2010-07-29,1101.53,24.13
2010-07-30,1101.6,23.5
2010-08-02,1125.86,22.01
2010-08-03,1120.46,22.63
2010-08-04,1127.24,22.21
2010-08-05,1125.81,22.1
2010-08-06,1121.64,21.74
2010-08-09,1127.79,22.14
2010-08-10,1121.06,22.37
2010-08-11,1089.47,25.39
2010-08-12,1083.61,25.73
2010-08-13,1079.25,26.24
2010-08-16,1079.38,26.1
2010-08-17,1092.54,24.33
2010-08-18,1094.16,24.59
2010-08-19,1075.63,26.44
2010-08-20,1071.69,25.49
2010-08-23,1067.36,25.66
2010-08-24,1051.87,27.46
2010-08-25,1055.33,26.7
2010-08-26,1047.22,27.37
2010-08-27,1064.59,24.45
2010-08-30,1048.92,27.21
2010-08-31,1049.33,26.05
2010-09-01,1080.29,23.89
2010-09-02,1090.1,23.19
2010-09-03,1104.51,21.31
2010-09-06,,
2010-09-07,1091.84,23.8
2010-09-08,1098.87,23.25
2010-09-09,1104.18,22.81
2010-09-10,1109.55,21.99
2010-09-13,1121.9,21.21
2010-09-14,1121.1,21.56
2010-09-15,1125.07,22.1
2010-09-16,1124.66,21.72
2010-09-17,1125.59,22.01
2010-09-20,1142.71,21.5
2010-09-21,1139.78,22.35
2010-09-22,1134.28,22.51
2010-09-23,1124.83,23.87
2010-09-24,1148.67,21.71
2010-09-27,1142.16,22.54
2010-09-28,1147.7,22.6
2010-09-29,1144.73,23.25
2010-09-30,1141.2,23.7
2010-10-01,1146.24,22.5
2010-10-04,1137.03,23.53
2010-10-05,1160.75,21.76
2010-10-06,1159.97,21.49
2010-10-07,1158.06,21.56
2010-10-08,1165.15,20.71
2010-10-11,1165.32,18.96
2010-10-12,1169.77,18.93
2010-10-13,1178.1,19.07
2010-10-14,1173.81,19.88
2010-10-15,1176.19,19.03
2010-10-18,1184.71,19.09
2010-10-19,1165.9,20.63
2010-10-20,1178.17,19.79
2010-10-21,1180.26,19.27
2010-10-22,1183.08,18.78
2010-10-25,1185.62,19.85
2010-10-26,1185.64,20.22
2010-10-27,1182.45,20.71
2010-10-28,1183.78,20.88
2010-10-29,1183.26,21.2
2010-11-01,1184.38,21.83
2010-11-02,1193.57,21.57
2010-11-03,1197.96,19.56
2010-11-04,1221.06,18.52
2010-11-05,1225.85,18.26
2010-11-08,1223.25,18.29
2010-11-09,1213.4,19.08
2010-11-10,1218.71,18.47
2010-11-11,1213.54,18.64
2010-11-12,1199.21,20.61
2010-11-15,1197.75,20.2
2010-11-16,1178.34,22.58
2010-11-17,1178.59,21.76
2010-11-18,1196.69,18.75
2010-11-19,1199.73,18.04
2010-11-22,1197.84,18.37
2010-11-23,1180.73,20.63
2010-11-24,1198.35,19.56
2010-11-25,,
2010-11-26,1189.4,22.22
2010-11-29,1187.76,21.53
2010-11-30,1180.55,23.54
2010-12-01,1206.07,21.36
2010-12-02,1221.53,19.39
2010-12-03,1224.71,18.01
2010-12-06,1223.12,18.02
2010-12-07,1223.75,17.99
2010-12-08,1228.28,17.74
2010-12-09,1233.0,17.25
2010-12-10,1240.4,17.61
2010-12-13,1240.46,17.55
2010-12-14,1241.59,17.61
2010-12-15,1235.23,17.94
2010-12-16,1242.87,17.39
2010-12-17,1243.91,16.11
2010-12-20,1247.08,16.41
2010-12-21,1254.6,16.49
2010-12-22,1258.84,15.45
2010-12-23,1256.77,16.47
2010-12-24,,
2010-12-27,1257.54,17.67
2010-12-28,1258.51,17.52
2010-12-29,1259.78,17.28
2010-12-30,1257.88,17.52
2010-12-31,1257.64,17.75
2011-01-03,1271.87,17.61
2011-01-04,1270.2,17.38
2011-01-05,1276.56,17.02
2011-01-06,1273.85,17.4
2011-01-07,1271.5,17.14
2011-01-10,1269.75,17.54
2011-01-11,1274.48,16.89
2011-01-12,1285.96,16.24
2011-01-13,1283.76,16.39
2011-01-14,1293.24,15.46
2011-01-17,,
2011-01-18,1295.02,15.87
2011-01-19,1281.92,17.31
2011-01-20,1280.26,17.99
2011-01-21,1283.35,18.47
2011-01-24,1290.84,17.65
2011-01-25,1291.18,17.59
2011-01-26,1296.63,16.64
2011-01-27,1299.54,16.15
2011-01-28,1276.34,20.04
2011-01-31,1286.12,19.53
2011-02-01,1307.59,17.63
2011-02-02,1304.03,17.3
2011-02-03,1307.1,16.69
2011-02-04,1310.87,15.93
2011-02-07,1319.05,16.28
2011-02-08,1324.57,15.81
2011-02-09,1320.88,15.87
2011-02-10,1321.87,16.09
2011-02-11,1329.15,15.69
2011-02-14,1332.32,15.95
2011-02-15,1328.01,16.37
2011-02-16,1336.32,16.72
2011-02-17,1340.43,16.59
2011-02-18,1343.01,16.43
2011-02-21,,
2011-02-22,1315.44,20.8
2011-02-23,1307.4,22.13
2011-02-24,1306.1,21.32
2011-02-25,1319.88,19.22
2011-02-28,1327.22,18.35
2011-03-01,1306.33,21.01
2011-03-02,1308.44,20.7
2011-03-03,1330.97,18.6
2011-03-04,1321.15,19.06
2011-03-07,1310.13,20.66
2011-03-08,1321.82,19.82
2011-03-09,1320.02,20.22
2011-03-10,1295.11,21.88
2011-03-11,1304.28,20.08
2011-03-14,1296.39,21.13
2011-03-15,1281.87,24.32
2011-03-16,1256.88,29.4
2011-03-17,1273.72,26.37
2011-03-18,1279.2,24.44
2011-03-21,1298.38,20.61
2011-03-22,1293.77,20.21
2011-03-23,1297.54,19.17
2011-03-24,1309.66,18.0
2011-03-25,1313.8,17.91
2011-03-28,1310.19,19.44
2011-03-29,1319.44,18.16
2011-03-30,1328.26,17.71
2011-03-31,1325.83,17.74
2011-04-01,1332.41,17.4
2011-04-04,1332.87,17.5
2011-04-05,1332.63,17.25
2011-04-06,1335.54,16.9
2011-04-07,1333.51,17.11
2011-04-08,1328.17,17.87
2011-04-11,1324.46,16.59
2011-04-12,1314.16,17.09
2011-04-13,1314.41,16.92
2011-04-14,1314.52,16.27
2011-04-15,1319.68,15.32
2011-04-18,1305.14,16.96
2011-04-19,1312.62,15.83
2011-04-20,1330.36,15.07
2011-04-21,1337.38,14.69
2011-04-22,,
2011-04-25,1335.25,15.77
2011-04-26,1347.24,15.62
2011-04-27,1355.66,15.35
2011-04-28,1360.48,14.62
2011-04-29,1363.61,14.75
2011-05-02,1361.22,15.99
2011-05-03,1356.62,16.7
2011-05-04,1347.32,17.08
2011-05-05,1335.1,18.2
2011-05-06,1340.2,18.4
2011-05-09,1346.29,17.16
2011-05-10,1357.16,15.91
2011-05-11,1342.08,16.95
2011-05-12,1348.65,16.03
2011-05-13,1337.77,17.07
2011-05-16,1329.47,18.24
2011-05-17,1328.98,17.55
2011-05-18,1340.68,16.23
2011-05-19,1343.6,15.52
2011-05-20,1333.27,17.43
2011-05-23,1317.37,18.27
2011-05-24,1316.28,17.82
2011-05-25,1320.47,17.07
2011-05-26,1325.69,16.09
2011-05-27,1331.1,15.98
2011-05-30,,
2011-05-31,1345.2,15.45
2011-06-01,1314.55,18.3
2011-06-02,1312.94,18.09
2011-06-03,1300.16,17.95
2011-06-06,1286.17,18.49
2011-06-07,1284.94,18.07
2011-06-08,1279.56,18.79
2011-06-09,1289.0,17.77
2011-06-10,1270.98,18.86
2011-06-13,1271.83,19.61
2011-06-14,1287.87,18.26
2011-06-15,1265.42,21.32
2011-06-16,1267.64,22.73
2011-06-17,1271.5,21.85
2011-06-20,1278.36,19.99
2011-06-21,1295.52,18.86
2011-06-22,1287.14,18.52
2011-06-23,1283.5,19.29
2011-06-24,1268.45,21.1
2011-06-27,1280.1,20.56
2011-06-28,1296.67,19.17
2011-06-29,1307.41,17.27
2011-06-30,1320.64,16.52
2011-07-01,1339.67,15.87
2011-07-04,,
2011-07-05,1337.88,16.06
2011-07-06,1339.22,16.34
2011-07-07,1353.22,15.95
2011-07-08,1343.8,15.95
2011-07-11,1319.49,18.39
2011-07-12,1313.64,19.87
2011-07-13,1317.72,19.91
2011-07-14,1308.87,20.8
2011-07-15,1316.14,19.53
2011-07-18,1305.44,20.95
2011-07-19,1326.73,19.21
2011-07-20,1325.84,19.09
2011-07-21,1343.8,17.56
2011-07-22,1345.02,17.52
2011-07-25,1337.43,19.35
2011-07-26,1331.94,20.23
2011-07-27,1304.89,22.98
2011-07-28,1300.67,23.74
2011-07-29,1292.28,25.25
2011-08-01,1286.94,23.66
2011-08-02,1254.05,24.79
2011-08-03,1260.34,23.38
2011-08-04,1200.07,31.66
2011-08-05,1199.38,32.0
2011-08-08,1119.46,48.0
2011-08-09,1172.53,35.06
2011-08-10,1120.76,42.99
2011-08-11,1172.64,39.0
2011-08-12,1178.81,36.36
2011-08-15,1204.49,31.87
2011-08-16,1192.76,32.85
2011-08-17,1193.89,31.58
2011-08-18,1140.65,42.67
2011-08-19,1123.53,43.05
2011-08-22,1123.82,42.44
2011-08-23,1162.35,36.27
2011-08-24,1177.6,35.9
2011-08-25,1159.27,39.76
2011-08-26,1176.8,35.59
2011-08-29,1210.08,32.28
2011-08-30,1212.92,32.89
2011-08-31,1218.89,31.62
2011-09-01,1204.42,31.82
2011-09-02,1173.97,33.92
2011-09-05,,
2011-09-06,1165.24,37.0
2011-09-07,1198.62,33.38
2011-09-08,1185.9,34.32
2011-09-09,1154.23,38.52
2011-09-12,1162.27,38.59
2011-09-13,1172.87,36.91
2011-09-14,1188.68,34.6
2011-09-15,1209.11,31.97
2011-09-16,1216.01,30.98
2011-09-19,1204.09,32.73
2011-09-20,1202.09,32.86
2011-09-21,1166.76,37.32
2011-09-22,1129.56,41.35
2011-09-23,1136.43,41.25
2011-09-26,1162.95,39.02
2011-09-27,1175.38,37.71
2011-09-28,1151.06,41.08
2011-09-29,1160.4,38.84
2011-09-30,1131.42,42.96
2011-10-03,1099.23,45.45
2011-10-04,1123.95,40.82
2011-10-05,1144.03,37.81
2011-10-06,1164.97,36.27
2011-10-07,1155.46,36.2
2011-10-10,1194.89,33.02
2011-10-11,1195.54,32.86
2011-10-12,1207.25,31.26
2011-10-13,1203.66,30.7
2011-10-14,1224.58,28.24
2011-10-17,1200.86,33.39
2011-10-18,1225.38,31.56
2011-10-19,1209.88,34.44
2011-10-20,1215.39,34.78
2011-10-21,1238.25,31.32
2011-10-24,1254.19,29.26
2011-10-25,1229.05,32.22
2011-10-26,1242.0,29.86
2011-10-27,1284.59,25.46
2011-10-28,1285.09,24.53
2011-10-31,1253.3,29.96
2011-11-01,1218.28,34.77
2011-11-02,1237.9,32.74
2011-11-03,1261.15,30.5
2011-11-04,1253.23,30.16
2011-11-07,1261.12,29.85
2011-11-08,1275.92,27.48
2011-11-09,1229.1,36.16
2011-11-10,1239.69,32.81
2011-11-11,1263.85,30.04
2011-11-14,1251.78,31.13
2011-11-15,1257.81,31.22
2011-11-16,1236.91,33.51
2011-11-17,1216.13,34.51
2011-11-18,1215.65,32.0
2011-11-21,1192.98,32.91
2011-11-22,1188.04,31.97
2011-11-23,1161.79,33.98
2011-11-24,,
2011-11-25,1158.67,34.47
2011-11-28,1192.55,32.13
2011-11-29,1195.19,30.64
2011-11-30,1246.96,27.8
2011-12-01,1244.58,27.41
2011-12-02,1244.28,27.52
2011-12-05,1257.08,27.84
2011-12-06,1258.47,28.13
2011-12-07,1261.01,28.67
2011-12-08,1234.35,30.59
2011-12-09,1255.19,26.38
2011-12-12,1236.47,25.67
2011-12-13,1225.73,25.41
2011-12-14,1211.82,26.04
2011-12-15,1215.75,25.11
2011-12-16,1219.66,24.29
2011-12-19,1205.35,24.92
2011-12-20,1241.3,23.22
2011-12-21,1243.72,21.43
2011-12-22,1254.0,21.16
2011-12-23,1265.33,20.73
2011-12-26,,
2011-12-27,1265.43,21.91
2011-12-28,1249.64,23.52
2011-12-29,1263.02,22.65
2011-12-30,1257.6,23.4
2012-01-02,,
2012-01-03,1277.06,22.97
2012-01-04,1277.3,22.22
2012-01-05,1281.06,21.48
2012-01-06,1277.81,20.63
2012-01-09,1280.7,21.07
2012-01-10,1292.08,20.69
2012-01-11,1292.48,21.05
2012-01-12,1295.5,20.47
2012-01-13,1289.09,20.91
2012-01-16,,
2012-01-17,1293.67,22.2
2012-01-18,1308.04,20.89
2012-01-19,1314.5,19.87
2012-01-20,1315.38,18.28
2012-01-23,1316.0,18.67
2012-01-24,1314.65,18.91
2012-01-25,1326.05,18.31
2012-01-26,1318.43,18.57
2012-01-27,1316.33,18.53
2012-01-30,1313.01,19.4
2012-01-31,1312.41,19.44
2012-02-01,1324.09,18.55
2012-02-02,1325.54,17.98
2012-02-03,1344.9,17.1
2012-02-06,1344.33,17.76
2012-02-07,1347.05,17.65
2012-02-08,1349.96,18.16
2012-02-09,1351.95,18.63
2012-02-10,1342.64,20.79
2012-02-13,1351.77,19.04
2012-02-14,1350.5,19.54
2012-02-15,1343.23,21.14
2012-02-16,1358.04,19.22
2012-02-17,1361.23,17.78
2012-02-20,,
2012-02-21,1362.21,18.19
2012-02-22,1357.66,18.19
2012-02-23,1363.46,16.8
2012-02-24,1365.74,17.31
2012-02-27,1367.59,18.19
2012-02-28,1372.18,17.96
2012-02-29,1365.68,18.43
2012-03-01,1374.09,17.26
2012-03-02,1369.63,17.29
2012-03-05,1364.33,18.05
2012-03-06,1343.36,20.87
2012-03-07,1352.63,19.07
2012-03-08,1365.91,17.95
2012-03-09,1370.87,17.11
2012-03-12,1371.09,15.64
2012-03-13,1395.95,14.8
2012-03-14,1394.28,15.31
2012-03-15,1402.6,15.42
2012-03-16,1404.17,14.47
2012-03-19,1409.75,15.04
2012-03-20,1405.52,15.58
2012-03-21,1402.89,15.13
2012-03-22,1392.78,15.57
2012-03-23,1397.11,14.82
2012-03-26,1416.51,14.26
2012-03-27,1412.52,15.59
2012-03-28,1405.54,15.47
2012-03-29,1403.28,15.48
2012-03-30,1408.47,15.5
2012-04-02,1419.04,15.64
2012-04-03,1413.38,15.66
2012-04-04,1398.96,16.44
2012-04-05,1398.08,16.7
2012-04-06,,
2012-04-09,1382.2,18.81
2012-04-10,1358.59,20.39
2012-04-11,1368.71,20.02
2012-04-12,1387.57,17.2
2012-04-13,1370.26,19.55
2012-04-16,1369.57,19.55
2012-04-17,1390.78,18.46
2012-04-18,1385.14,18.64
2012-04-19,1376.92,18.36
2012-04-20,1378.53,17.44
2012-04-23,1366.94,18.97
2012-04-24,1371.97,18.1
2012-04-25,1390.69,16.82
2012-04-26,1399.98,16.24
2012-04-27,1403.36,16.32
2012-04-30,1397.91,17.15
2012-05-01,1405.82,16.6
2012-05-02,1402.31,16.88
2012-05-03,1391.57,17.56
2012-05-04,1369.1,19.16
2012-05-07,1369.58,18.94
2012-05-08,1363.72,19.05
2012-05-09,1354.58,20.08
2012-05-10,1357.99,18.83
2012-05-11,1353.39,19.89
2012-05-14,1338.35,21.87
2012-05-15,1330.66,21.97
2012-05-16,1324.8,22.27
2012-05-17,1304.86,24.49
2012-05-18,1295.22,25.1
2012-05-21,1315.99,22.01
2012-05-22,1316.63,22.48
2012-05-23,1318.86,22.33
2012-05-24,1320.68,21.54
2012-05-25,1317.82,21.76
2012-05-28,,
2012-05-29,1332.42,21.03
2012-05-30,1313.32,24.14
2012-05-31,1310.33,24.06
2012-06-01,1278.04,26.66
2012-06-04,1278.18,26.12
2012-06-05,1285.5,24.68
2012-06-06,1315.13,22.16
2012-06-07,1314.99,21.72
2012-06-08,1325.66,21.23
2012-06-11,1308.93,23.56
2012-06-12,1324.18,22.09
2012-06-13,1314.88,24.27
2012-06-14,1329.1,21.68
2012-06-15,1342.84,21.11
2012-06-18,1344.78,18.32
2012-06-19,1357.98,18.38
2012-06-20,1355.69,17.24
2012-06-21,1325.51,20.08
2012-06-22,1335.02,18.11
2012-06-25,1313.72,20.38
2012-06-26,1319.99,19.72
2012-06-27,1331.85,19.45
2012-06-28,1329.04,19.71
2012-06-29,1362.16,17.08
2012-07-02,1365.51,16.8
2012-07-03,1374.02,16.66
2012-07-04,,
2012-07-05,1367.58,17.5
2012-07-06,1354.68,17.1
2012-07-09,1352.46,17.98
2012-07-10,1341.47,18.72
2012-07-11,1341.45,17.95
2012-07-12,1334.76,18.33
2012-07-13,1356.78,16.74
2012-07-16,1353.64,17.11
2012-07-17,1363.67,16.48
2012-07-18,1372.78,16.16
2012-07-19,1376.51,15.45
2012-07-20,1362.66,16.27
2012-07-23,1350.52,18.62
2012-07-24,1338.31,20.47
2012-07-25,1337.89,19.34
2012-07-26,1360.02,17.53
2012-07-27,1385.97,16.7
2012-07-30,1385.3,18.03
2012-07-31,1379.32,18.93
2012-08-01,1375.14,18.96
2012-08-02,1365.0,17.57
2012-08-03,1390.99,15.64
2012-08-06,1394.23,15.95
2012-08-07,1401.35,15.99
2012-08-08,1402.22,15.32
2012-08-09,1402.8,15.28
2012-08-10,1405.87,14.74
2012-08-13,1404.11,13.7
2012-08-14,1403.93,14.85
2012-08-15,1405.53,14.63
2012-08-16,1415.51,14.29
2012-08-17,1418.16,13.45
2012-08-20,1418.13,14.02
2012-08-21,1413.17,15.02
2012-08-22,1413.49,15.11
2012-08-23,1402.08,15.96
2012-08-24,1411.13,15.18
2012-08-27,1410.44,16.35
2012-08-28,1409.3,16.49
2012-08-29,1410.49,17.06
2012-08-30,1399.48,17.83
2012-08-31,1406.58,17.47
2012-09-03,,
2012-09-04,1404.94,17.98
2012-09-05,1403.44,17.74
2012-09-06,1432.12,15.6
2012-09-07,1437.92,14.38
2012-09-10,1429.08,16.28
2012-09-11,1433.56,16.41
2012-09-12,1436.56,15.8
2012-09-13,1459.99,14.05
2012-09-14,1465.77,14.51
2012-09-17,1461.19,14.59
2012-09-18,1459.32,14.18
2012-09-19,1461.05,13.88
2012-09-20,1460.26,14.07
2012-09-21,1460.15,13.98
2012-09-24,1456.89,14.15
2012-09-25,1441.59,15.43
2012-09-26,1433.32,16.81
2012-09-27,1447.15,14.84
2012-09-28,1440.67,15.73
2012-10-01,1444.49,16.32
2012-10-02,1445.75,15.71
2012-10-03,1450.99,15.43
2012-10-04,1461.4,14.55
2012-10-05,1460.93,14.33
2012-10-08,1455.88,15.11
2012-10-09,1441.48,16.37
2012-10-10,1432.56,16.29
2012-10-11,1432.84,15.59
2012-10-12,1428.59,16.14
2012-10-15,1440.13,15.27
2012-10-16,1454.92,15.22
2012-10-17,1460.91,15.07
2012-10-18,1457.34,15.03
2012-10-19,1433.19,17.06
2012-10-22,1433.82,16.62
2012-10-23,1413.11,18.83
2012-10-24,1408.75,18.33
2012-10-25,1412.97,18.12
2012-10-26,1411.94,17.81
2012-10-29,,
2012-10-30,,
2012-10-31,1412.16,18.6
2012-11-01,1427.59,16.69
2012-11-02,1414.2,17.59
2012-11-05,1417.26,18.42
2012-11-06,1428.39,17.58
2012-11-07,1394.53,19.08
2012-11-08,1377.51,18.49
2012-11-09,1379.85,18.61
2012-11-12,1380.03,16.68
2012-11-13,1374.53,16.65
2012-11-14,1355.49,17.92
2012-11-15,1353.33,17.99
2012-11-16,1359.88,16.41
